Symbol,Name,Sector,Industry,Full Time Employees,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
ENPH,"Enphase Energy, Inc.",Technology,Solar,3157.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,14000.0,25.3,12.8,6.6,5.8,Moderate Controversy Level,2.0,50.0,Medium
DPZ,Domino's Pizza Inc.,Consumer Cyclical,Restaurants,6500.0,29.2,10.6,6.3,12.2,Moderate Controversy Level,2.0,66.0,Medium
DAY,"Dayforce, Inc.",Technology,Software - Application,9084.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
DVA,Davita Inc.,Healthcare,Medical Care Facilities,70000.0,22.6,0.1,8.4,14.1,Moderate Controversy Level,2.0,38.0,Medium
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,187384.0,27.5,7.9,4.6,15.0,Moderate Controversy Level,2.0,59.0,Medium
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,14100.0,18.8,3.2,8.7,6.8,Moderate Controversy Level,2.0,23.0,Low
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,18000.0,26.0,3.6,7.9,14.5,Moderate Controversy Level,2.0,53.0,Medium
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,9750.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,35000.0,20.1,4.5,4.1,11.4,Moderate Controversy Level,2.0,28.0,Medium
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,23000.0,18.1,4.3,5.2,8.7,Low Controversy Level,1.0,21.0,Low
XEL,"Xcel Energy, Inc.",Utilities,Utilities - Regulated Electric,11311.0,26.5,12.7,4.5,9.3,Moderate Controversy Level,2.0,55.0,Medium
WYNN,Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,27800.0,25.7,3.4,10.6,11.8,Moderate Controversy Level,2.0,52.0,Medium
WTW,Willis Towers Watson Public Limited Companys,Financial Services,Insurance Brokers,48000.0,18.7,0.1,10.8,7.8,Moderate Controversy Level,2.0,23.0,Low
WMB,Williams Companies Inc.,Energy,Oil & Gas Midstream,5601.0,21.8,8.7,3.0,10.1,Moderate Controversy Level,2.0,35.0,Medium
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,9300.0,16.7,9.1,3.5,4.2,Moderate Controversy Level,2.0,16.0,Low
WRK,Westrock Company,Consumer Cyclical,Packaging & Containers,56100.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
WDC,Western Digital Corp.,Technology,Computer Hardware,53000.0,11.4,1.5,6.1,3.9,Moderate Controversy Level,2.0,4.0,Low
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,10600.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,533.0,13.2,4.2,5.5,3.5,Low Controversy Level,1.0,7.0,Low
WFC,Wells Fargo & Co.,Financial Services,Banks - Diversified,224824.0,36.2,2.0,19.4,14.8,Severe Controversy Level,5.0,87.0,High
WEC,"Wec Energy Group, Inc.",Utilities,Utilities - Regulated Electric,7000.0,27.5,13.4,5.1,9.0,Low Controversy Level,1.0,59.0,Medium
WAT,Waters Corp,Healthcare,Diagnostics & Research,7900.0,14.6,1.4,5.1,8.2,None Controversy Level,2.0,10.0,Low
WM,"Waste Management, Inc.",Industrials,Waste Management,48000.0,16.6,8.1,3.3,5.2,Moderate Controversy Level,2.0,16.0,Low
WBD,"Warner Bros. Discovery, Inc. Series a",Communication Services,Entertainment,35300.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,2100000.0,25.3,5.9,7.1,12.4,Significant Controversy Level,3.0,50.0,Medium
WBA,"Walgreens Boots Alliance, Inc",Healthcare,Pharmaceutical Retailers,330000.0,16.3,1.8,5.2,9.3,Significant Controversy Level,3.0,15.0,Low
WAB,Wabtec Inc.,Industrials,Railroads,29000.0,23.3,5.4,6.0,12.0,Moderate Controversy Level,2.0,42.0,Medium
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,23200.0,16.0,4.5,5.9,5.6,Moderate Controversy Level,2.0,14.0,Low
WRB,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,8329.0,21.8,2.0,11.9,7.9,Low Controversy Level,1.0,35.0,Medium
VMC,Vulcan Materials Company,Basic Materials,Building Materials,10961.0,29.3,13.4,9.1,6.8,Moderate Controversy Level,2.0,66.0,Medium
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,4870.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
V,Visa Inc.,Financial Services,Credit Services,21585.0,16.7,1.8,6.7,8.2,Significant Controversy Level,3.0,16.0,Low
VICI,Vici Properties Inc.,Real Estate,REIT - Diversified,28.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,33000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
VRTX,Vertex Pharmaceuticals Inc,Healthcare,Biotechnology,5400.0,22.7,0.8,6.6,15.4,Moderate Controversy Level,2.0,39.0,Medium
VZ,Verizon Communications,Communication Services,Telecom Services,104400.0,18.7,3.7,5.4,9.6,Significant Controversy Level,3.0,23.0,Low
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,7500.0,17.5,0.1,5.0,12.5,Low Controversy Level,1.0,19.0,Low
VRSN,Verisign Inc,Technology,Software - Infrastructure,907.0,21.3,4.7,5.8,10.8,Low Controversy Level,1.0,33.0,Medium
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,16000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,486.0,12.9,3.4,5.6,3.9,None Controversy Level,2.0,6.0,Low
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,9886.0,32.6,20.1,5.0,7.4,Moderate Controversy Level,2.0,77.0,High
UHS,"Universal Health Services, Inc. Class B",Healthcare,Medical Care Facilities,96700.0,33.0,3.7,8.6,20.7,Significant Controversy Level,3.0,78.0,High
UNH,Unitedhealth Group Incorporated,Healthcare,Healthcare Plans,440000.0,15.3,0.0,5.6,9.7,Significant Controversy Level,3.0,12.0,Low
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,26650.0,16.9,5.3,5.4,6.1,Low Controversy Level,1.0,17.0,Low
UPS,"United Parcel Service, Inc. Class B",Industrials,Integrated Freight & Logistics,500000.0,18.6,4.2,5.5,8.9,Moderate Controversy Level,2.0,23.0,Low
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,104500.0,28.6,10.8,5.0,12.8,Moderate Controversy Level,2.0,64.0,Medium
UNP,Union Pacific Corp.,Industrials,Railroads,31052.0,23.5,7.3,5.6,10.6,Moderate Controversy Level,2.0,42.0,Medium
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,20000.0,15.6,4.1,4.3,7.3,Moderate Controversy Level,2.0,13.0,Low
UDR,"Udr, Inc.",Real Estate,REIT - Residential,1397.0,13.9,3.7,6.3,3.9,Low Controversy Level,1.0,9.0,Low
UBER,"Uber Technologies, Inc.",Technology,Software - Application,30700.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
USB,U.S. Bancorp,Financial Services,Banks - Regional,70000.0,30.3,1.8,13.0,15.5,Significant Controversy Level,3.0,70.0,High
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,139000.0,35.9,14.0,9.5,12.4,High Controversy Level,4.0,85.0,High
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,7305.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,49218.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,12700.0,12.4,3.8,5.2,3.4,None Controversy Level,2.0,6.0,Low
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,15500.0,38.7,12.0,9.0,17.7,Moderate Controversy Level,2.0,90.0,High
TT,Trane Technologies Plc,Industrials,Building Products & Equipment,40000.0,15.2,4.4,5.1,5.7,Moderate Controversy Level,2.0,12.0,Low
TSCO,Tractor Supply Co,Consumer Cyclical,Specialty Retail,50000.0,16.1,3.4,4.5,8.2,Moderate Controversy Level,2.0,14.0,Low
TJX,"Tjx Companies, Inc.",Consumer Cyclical,Apparel Retail,349000.0,14.4,1.9,4.8,7.7,Moderate Controversy Level,2.0,10.0,Low
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Diagnostics & Research,122000.0,12.8,1.4,6.5,4.9,Significant Controversy Level,3.0,6.0,Low
DIS,The Walt Disney Company,Communication Services,Entertainment,173250.0,15.7,0.0,6.7,9.0,Moderate Controversy Level,2.0,13.0,Low
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,32967.0,20.3,1.0,10.0,9.3,Low Controversy Level,1.0,29.0,Medium
SO,The Southern Company,Utilities,Utilities - Regulated Electric,27819.0,33.0,14.7,7.3,11.0,Moderate Controversy Level,2.0,78.0,High
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,64088.0,29.4,14.3,5.8,9.2,Moderate Controversy Level,2.0,66.0,Medium
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,14049.0,33.5,13.9,8.6,11.1,Moderate Controversy Level,2.0,80.0,High
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,414000.0,21.3,6.6,5.6,9.1,Significant Controversy Level,3.0,33.0,Medium
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,36000.0,33.7,13.5,6.2,14.1,Significant Controversy Level,3.0,80.0,High
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,5800.0,30.5,12.9,5.6,12.0,Moderate Controversy Level,2.0,71.0,High
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Advertising Agencies,56800.0,10.3,0.0,5.3,5.0,Low Controversy Level,1.0,3.0,Low
HSY,The Hershey Company,Consumer Defensive,Confectioners,18650.0,26.0,10.5,5.1,10.4,Significant Controversy Level,3.0,53.0,Medium
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,Insurance - Property & Casualty,18700.0,16.6,1.8,7.6,7.2,Low Controversy Level,1.0,16.0,Low
EL,The Estee Lauder Companies Inc. Class A,Consumer Defensive,Household & Personal Products,44020.0,25.5,6.9,7.5,11.1,Moderate Controversy Level,2.0,51.0,Medium
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,15000.0,17.5,2.7,6.0,8.8,Moderate Controversy Level,2.0,19.0,Low
CI,The Cigna Group,Healthcare,Healthcare Plans,70325.0,11.6,0.0,5.7,6.0,Moderate Controversy Level,2.0,3.0,Low
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,32600.0,23.3,2.4,11.9,8.9,Moderate Controversy Level,2.0,41.0,Medium
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,53000.0,22.0,1.0,10.9,10.1,Moderate Controversy Level,2.0,36.0,Medium
TXT,"Textron, Inc.",Industrials,Aerospace & Defense,35000.0,33.6,10.9,6.6,16.1,Moderate Controversy Level,2.0,80.0,High
TXN,Texas Instruments Incorporated,Technology,Semiconductors,34000.0,20.6,7.8,6.9,6.0,Moderate Controversy Level,2.0,30.0,Medium
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,140473.0,25.2,3.3,7.8,14.1,Significant Controversy Level,3.0,50.0,Medium
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,6600.0,17.0,7.1,5.0,4.9,None Controversy Level,2.0,17.0,Low
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,14500.0,29.6,4.8,8.7,16.1,Moderate Controversy Level,2.0,67.0,Medium
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,14900.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
TEL,Te Connectivity Ltd,Technology,Electronic Components,85000.0,14.8,5.8,4.6,4.4,None Controversy Level,2.0,11.0,Low
TGT,Target Corporation,Consumer Defensive,Discount Stores,415000.0,14.4,1.9,4.9,7.6,Significant Controversy Level,3.0,10.0,Low
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,3182.0,33.2,14.2,4.2,14.8,Moderate Controversy Level,2.0,79.0,High
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,12600.0,14.8,1.1,5.2,8.6,Moderate Controversy Level,2.0,11.0,Low
TTWO,Take-Two Interactive Software Inc,Communication Services,Electronic Gaming & Multimedia,12371.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
TMUS,"T-Mobile Us, Inc.",Communication Services,Telecom Services,67000.0,24.6,4.2,7.1,13.4,Significant Controversy Level,3.0,47.0,Medium
TROW,T Rowe Price Group Inc,Financial Services,Asset Management,7878.0,16.9,2.4,5.6,8.9,Low Controversy Level,1.0,17.0,Low
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,72000.0,15.9,5.4,4.5,6.1,Moderate Controversy Level,2.0,14.0,Low
SNPS,Synopsys Inc,Technology,Software - Infrastructure,20300.0,14.4,3.3,4.2,6.9,None Controversy Level,2.0,10.0,Low
SYF,Synchrony Financial,Financial Services,Credit Services,20000.0,17.3,0.1,7.3,9.9,Moderate Controversy Level,2.0,18.0,Low
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,5126.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
SYK,Stryker Corporation,Healthcare,Medical Devices,52000.0,28.3,4.0,11.0,13.2,Moderate Controversy Level,2.0,62.0,Medium
STE,Steris Plc,Healthcare,Medical Devices,18000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
STLD,Steel Dynamics Inc,Basic Materials,Steel,12600.0,33.0,10.6,8.1,14.4,Low Controversy Level,1.0,78.0,High
STT,State Street Corporation,Financial Services,Asset Management,45871.0,24.1,1.6,9.5,12.9,Low Controversy Level,1.0,45.0,Medium
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,381000.0,24.7,5.8,4.3,14.6,Significant Controversy Level,3.0,48.0,Medium
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,50000.0,25.3,5.0,7.8,12.5,Moderate Controversy Level,2.0,50.0,Medium
LUV,Southwest Airlines Co.,Industrials,Airlines,74695.0,30.7,11.0,5.9,13.7,Moderate Controversy Level,2.0,71.0,High
SOLV,Solventum Corporation,Healthcare,Health Information Services,22000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,13200.0,30.5,9.0,7.6,13.9,Moderate Controversy Level,2.0,71.0,High
SWKS,Skyworks Solutions Inc,Technology,Semiconductors,9750.0,28.0,11.8,7.2,8.9,Low Controversy Level,1.0,61.0,Medium
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,2500.0,14.0,3.8,6.2,4.0,Low Controversy Level,1.0,9.0,Low
NOW,"Servicenow, Inc.",Technology,Software - Application,22668.0,16.6,4.0,6.6,6.0,None Controversy Level,2.0,16.0,Low
SRE,Sempra,Utilities,Utilities - Diversified,16835.0,23.6,10.9,4.9,7.8,Moderate Controversy Level,2.0,43.0,Medium
STX,Seagate Technology Holdings Plcs,Technology,Computer Hardware,33400.0,10.7,1.6,5.3,3.8,Low Controversy Level,1.0,2.0,Low
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,111000.0,20.3,8.1,5.9,6.3,Low Controversy Level,1.0,29.0,Medium
SBAC,Sba Communications Corp,Real Estate,REIT - Specialty,1787.0,11.6,3.1,5.2,3.2,None Controversy Level,2.0,4.0,Low
CRM,"Salesforce, Inc.",Technology,Software - Application,72682.0,14.9,2.0,5.4,7.5,Low Controversy Level,1.0,11.0,Low
SPGI,S&p Global Inc.,Financial Services,Financial Data & Stock Exchanges,40450.0,13.0,0.0,6.8,6.2,Low Controversy Level,1.0,7.0,Low
RTX,Rtx Corporation,Industrials,Aerospace & Defense,185000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,98100.0,20.7,8.1,4.9,7.7,Significant Controversy Level,3.0,31.0,Medium
ROST,Ross Stores Inc,Consumer Cyclical,Apparel Retail,108000.0,18.2,1.8,5.7,10.8,Moderate Controversy Level,2.0,21.0,Low
ROP,"Roper Technologies, Inc.",Technology,Software - Application,16800.0,20.4,4.7,6.1,9.7,None Controversy Level,2.0,30.0,Medium
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,19000.0,19.3,1.8,6.9,10.6,Low Controversy Level,1.0,26.0,Low
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,29000.0,17.7,5.4,5.7,6.6,Moderate Controversy Level,2.0,19.0,Low
RHI,Robert Half Inc.,Industrials,Staffing & Employment Services,15000.0,10.9,0.1,3.4,7.4,Low Controversy Level,1.0,3.0,Low
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,11000.0,16.7,0.8,5.8,10.1,Moderate Controversy Level,2.0,16.0,Low
RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,21585.0,26.4,3.5,10.4,12.4,Low Controversy Level,1.0,55.0,Medium
RSG,Republic Services Inc.,Industrials,Waste Management,41000.0,20.9,11.2,3.7,6.0,Significant Controversy Level,3.0,31.0,Medium
RF,Regions Financial Corp.,Financial Services,Banks - Regional,20101.0,16.9,1.8,8.4,6.7,Moderate Controversy Level,2.0,17.0,Low
REGN,Regeneron Pharmaceuticals Inc,Healthcare,Biotechnology,13677.0,18.0,0.3,6.7,11.0,Moderate Controversy Level,2.0,21.0,Low
REG,Regency Centers Corporation,Real Estate,REIT - Retail,492.0,11.7,3.7,4.8,3.2,None Controversy Level,2.0,5.0,Low
O,Realty Income Corporation,Real Estate,REIT - Retail,418.0,15.5,4.4,5.7,5.3,Moderate Controversy Level,2.0,13.0,Low
RJF,"Raymond James Financial, Inc.",Financial Services,Capital Markets,18000.0,27.0,2.3,13.4,11.2,Moderate Controversy Level,2.0,57.0,Medium
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,14800.0,14.6,1.2,5.6,7.8,Moderate Controversy Level,2.0,10.0,Low
DGX,Quest Diagnostics Inc.,Healthcare,Diagnostics & Research,50000.0,21.2,0.1,8.0,13.1,Significant Controversy Level,3.0,33.0,Medium
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,52500.0,36.9,12.1,9.0,15.7,Moderate Controversy Level,2.0,88.0,High
QCOM,Qualcomm Inc,Technology,Semiconductors,50000.0,15.4,5.3,5.6,4.5,Significant Controversy Level,3.0,12.0,Low
QRVO,"Qorvo, Inc.",Technology,Semiconductors,8700.0,28.5,12.3,7.7,8.5,None Controversy Level,2.0,63.0,Medium
PHM,"Pultegroup, Inc.",Consumer Cyclical,Residential Construction,6382.0,21.4,9.2,4.9,7.3,Moderate Controversy Level,2.0,34.0,Medium
PSA,Public Storage,Real Estate,REIT - Industrial,6200.0,13.1,4.7,5.7,2.6,Low Controversy Level,1.0,7.0,Low
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,12543.0,27.2,12.5,5.5,9.3,Moderate Controversy Level,2.0,58.0,Medium
PTC,"Ptc, Inc",Technology,Software - Application,7438.0,18.9,4.9,5.4,8.6,None Controversy Level,2.0,24.0,Low
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,40366.0,19.9,0.6,9.3,10.0,Low Controversy Level,1.0,28.0,Low
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,2574.0,10.3,2.7,5.0,2.5,Low Controversy Level,1.0,3.0,Low
PGR,Progressive Corporation,Financial Services,Insurance - Property & Casualty,61432.0,20.0,1.5,10.1,8.5,Moderate Controversy Level,2.0,28.0,Medium
PG,Procter & Gamble Company,Consumer Defensive,Household & Personal Products,107000.0,28.6,9.6,6.7,12.2,Significant Controversy Level,3.0,63.0,Medium
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,19800.0,14.2,0.8,7.6,5.8,Low Controversy Level,1.0,9.0,Low
PPL,Ppl Corporation,Utilities,Utilities - Regulated Electric,6629.0,31.3,17.1,5.3,8.9,Moderate Controversy Level,2.0,74.0,High
PPG,"Ppg Industries, Inc.",Basic Materials,Specialty Chemicals,50000.0,25.2,11.0,6.5,7.7,Moderate Controversy Level,2.0,50.0,Medium
POOL,Pool Corporation,Industrials,Industrial Distribution,6000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
PNC,Pnc Financial Services Group,Financial Services,Banks - Regional,54441.0,26.1,1.9,10.8,13.3,Significant Controversy Level,3.0,53.0,Medium
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,6133.0,30.8,14.7,5.8,10.2,Low Controversy Level,1.0,72.0,High
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,14000.0,35.4,20.8,5.8,8.8,Significant Controversy Level,3.0,84.0,High
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,82700.0,28.5,3.4,11.5,13.5,Significant Controversy Level,3.0,63.0,Medium
PCG,Pg&e Corporation,Utilities,Utilities - Regulated Electric,28010.0,30.4,9.6,5.4,15.4,High Controversy Level,4.0,70.0,High
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,88000.0,24.6,2.1,9.6,12.9,Significant Controversy Level,3.0,47.0,Medium
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,318000.0,22.1,7.3,5.2,9.6,Significant Controversy Level,3.0,36.0,Medium
PNR,Pentair Plc,Industrials,Specialty Industrial Machinery,10500.0,22.1,6.0,6.1,10.0,Low Controversy Level,1.0,36.0,Medium
PYPL,"Paypal Holdings, Inc.",Financial Services,Credit Services,27200.0,17.8,2.8,5.8,9.2,Moderate Controversy Level,2.0,20.0,Low
PAYC,"Paycom Software, Inc.",Technology,Software - Application,7308.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
PAYX,Paychex Inc,Industrials,Staffing & Employment Services,16000.0,16.7,3.2,6.4,7.2,Low Controversy Level,1.0,16.0,Low
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,62730.0,29.5,9.5,6.2,13.8,Moderate Controversy Level,2.0,67.0,Medium
PARA,Paramount Global Class B,Communication Services,Entertainment,21900.0,15.0,0.1,7.4,7.5,Significant Controversy Level,3.0,11.0,Low
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,15166.0,13.9,0.7,5.6,7.6,Low Controversy Level,1.0,9.0,Low
PKG,Packaging Corp of America,Consumer Cyclical,Packaging & Containers,14900.0,18.6,14.0,3.6,1.1,Low Controversy Level,1.0,23.0,Low
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,32400.0,27.6,8.4,8.3,11.0,Significant Controversy Level,3.0,60.0,Medium
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,71000.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
ORCL,Oracle Corp,Technology,Software - Infrastructure,164000.0,13.9,0.5,5.6,7.8,Moderate Controversy Level,2.0,9.0,Low
OKE,"Oneok, Inc.",Energy,Oil & Gas Midstream,4775.0,25.1,10.8,3.3,11.0,Low Controversy Level,1.0,50.0,Medium
ON,On Semiconductor Corp,Technology,Semiconductors,30000.0,22.4,11.8,4.9,5.7,Low Controversy Level,1.0,38.0,Medium
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,75900.0,16.3,0.1,6.9,9.3,Low Controversy Level,1.0,15.0,Low
ODFL,Old Dominion Freight Line,Industrials,Trucking,22891.0,21.05,4.05,6.1,8.9,Unknown,2.0,32.0,Unknown
